Lottery Date,Lottery Numbers
 Wednesday6th June 2018 , 12 22 31 35 42 58 55 
 Saturday2nd June 2018 , 4 32 38 43 51 58 10 
 Wednesday30th May 2018 , 4 5 8 26 32 39 16 
 Saturday26th May 2018 , 9 14 19 29 39 40 3 
 Wednesday23rd May 2018 , 1 15 17 32 36 45 5 
 Saturday19th May 2018 , 1 3 34 36 48 52 22 
 Wednesday16th May 2018 , 4 22 26 32 48 54 57 
 Saturday12th May 2018 , 1 15 21 30 35 44 5 
 Wednesday9th May 2018 , 18 21 25 30 56 59 5 
 Saturday5th May 2018 , 2 9 14 49 52 56 41 
 Wednesday2nd May 2018 , 4 8 10 26 38 48 41 
 Saturday28th April 2018 , 3 11 37 38 43 44 20 
 Wednesday25th April 2018 , 5 14 18 40 41 50 12 
 Saturday21st April 2018 , 2 8 9 12 20 57 38 
 Wednesday18th April 2018 , 4 11 21 39 41 59 58 
 Saturday14th April 2018 , 10 40 42 46 47 48 38 
 Wednesday11th April 2018 , 21 25 32 52 56 59 28 
 Saturday7th April 2018 , 1 4 31 33 52 55 13 
 Wednesday4th April 2018 , 1 9 15 26 38 43 14 
 Saturday31st March 2018 , 6 8 20 26 35 36 39 
 Wednesday28th March 2018 , 2 6 7 15 52 54 45 
 Saturday24th March 2018 , 3 11 16 36 43 59 49 
 Wednesday21st March 2018 , 2 35 44 51 54 55 45 
 Saturday17th March 2018 , 7 8 13 24 45 46 39 
 Wednesday14th March 2018 , 7 19 38 45 47 53 15 
 Saturday10th March 2018 , 3 7 36 42 53 59 50 
 Wednesday7th March 2018 , 8 10 22 37 55 57 29 
 Saturday3rd March 2018 , 15 19 20 29 42 50 36 
 Wednesday28th February 2018 , 9 10 27 30 33 45 29 
 Saturday24th February 2018 , 2 11 35 40 48 55 7 
 Wednesday21st February 2018 , 14 25 29 30 35 53 38 
 Saturday17th February 2018 , 5 8 9 10 38 53 56 
 Wednesday14th February 2018 , 2 8 33 46 48 50 5 
 Saturday10th February 2018 , 3 12 15 29 51 58 13 
 Wednesday7th February 2018 , 5 19 29 34 40 45 57 
 Saturday3rd February 2018 , 8 26 27 29 49 58 38 
 Wednesday31st January 2018 , 5 19 21 42 44 57 18 
 Saturday27th January 2018 , 29 33 43 45 49 56 16 
 Wednesday24th January 2018 , 1 22 39 44 48 59 5 
 Saturday20th January 2018 , 2 10 19 28 29 31 47 
 Wednesday17th January 2018 , 30 33 37 43 55 56 46 
 Saturday13th January 2018 , 6 7 9 18 35 46 5 
 Wednesday10th January 2018 , 6 11 27 29 40 55 45 
 Saturday6th January 2018 , 18 28 31 32 44 51 50 
 Wednesday3rd January 2018 , 11 19 20 30 35 49 44 
 Saturday28th December 2019 , 1 2 12 23 41 55 9 
 Wednesday25th December 2019 , 5 10 11 45 54 58 40 
 Saturday21st December 2019 , 12 27 33 36 42 45 26 
 Wednesday18th December 2019 , 13 15 36 44 50 56 45 
 Saturday14th December 2019 , 2 21 23 32 44 49 56 
 Wednesday11th December 2019 , 7 14 16 33 35 47 25 
 Saturday7th December 2019 , 6 20 27 34 35 57 39 
 Wednesday4th December 2019 , 9 13 21 25 28 31 1 
 Saturday30th November 2019 , 8 16 24 36 40 57 51 
 Wednesday27th November 2019 , 7 16 22 39 48 55 50 
 Saturday23rd November 2019 , 23 25 28 38 47 58 31 
 Wednesday20th November 2019 , 8 17 31 47 49 52 12 
 Saturday16th November 2019 , 2 10 25 51 56 59 17 
 Wednesday13th November 2019 , 1 2 7 9 44 55 39 
 Saturday9th November 2019 , 2 11 16 46 51 58 31 
 Wednesday6th November 2019 , 17 22 25 27 32 35 5 
 Saturday2nd November 2019 , 13 16 28 34 41 56 40 
 Wednesday30th October 2019 , 2 8 19 41 51 56 23 
 Saturday26th October 2019 , 16 23 26 38 56 59 32 
 Wednesday23rd October 2019 , 5 29 30 39 53 58 19 
 Saturday19th October 2019 , 8 15 17 31 33 52 13 
 Wednesday16th October 2019 , 4 5 18 29 40 47 57 
 Saturday12th October 2019 , 23 27 30 36 40 42 58 
 Wednesday9th October 2019 , 14 22 40 44 55 58 12 
 Saturday5th October 2019 , 4 8 12 13 32 34 58 
 Wednesday2nd October 2019 , 13 15 20 37 42 47 49 
 Saturday28th September 2019 , 2 19 21 23 29 42 26 
 Wednesday25th September 2019 , 3 4 16 39 43 52 47 
 Saturday21st September 2019 , 18 23 32 33 34 41 54 
 Wednesday18th September 2019 , 1 25 28 34 39 57 50 
 Saturday14th September 2019 , 6 10 14 19 26 43 28 
 Wednesday11th September 2019 , 4 9 26 35 38 53 30 
 Saturday7th September 2019 , 3 13 27 30 32 37 8 
 Wednesday4th September 2019 , 11 13 32 40 45 49 39 
 Saturday31st August 2019 , 5 10 16 26 41 58 15 
 Wednesday28th August 2019 , 1 40 41 49 52 57 43 
 Saturday24th August 2019 , 27 36 39 45 46 55 38 
 Wednesday21st August 2019 , 11 14 26 51 53 58 30 
 Saturday17th August 2019 , 6 9 10 41 46 58 45 
 Wednesday14th August 2019 , 14 16 24 28 30 53 23 
 Saturday10th August 2019 , 5 8 9 17 23 29 49 
 Wednesday7th August 2019 , 7 11 36 44 52 58 31 
 Saturday3rd August 2019 , 8 30 34 44 45 57 31 
 Wednesday31st July 2019 , 9 18 20 42 43 46 30 
 Saturday27th July 2019 , 14 19 30 45 48 58 3 
 Wednesday24th July 2019 , 2 4 17 28 37 45 22 
 Saturday20th July 2019 , 14 18 23 28 36 37 32 
 Wednesday17th July 2019 , 5 8 40 41 43 45 23 
 Saturday13th July 2019 , 18 25 29 32 35 58 12 
 Wednesday10th July 2019 , 4 10 11 17 53 54 6 
 Saturday6th July 2019 , 24 30 44 50 56 57 9 
 Wednesday3rd July 2019 , 10 20 27 29 38 52 57 
 Saturday29th June 2019 , 11 32 43 44 47 52 27 
 Wednesday26th June 2019 , 5 7 9 24 32 44 38 
 Saturday22nd June 2019 , 6 9 17 32 44 57 11 
 Wednesday19th June 2019 , 22 26 31 39 47 55 35 
 Saturday15th June 2019 , 7 40 42 47 52 54 29 
 Wednesday12th June 2019 , 6 16 34 36 37 53 50 
 Saturday8th June 2019 , 12 13 22 37 42 55 43 
 Wednesday5th June 2019 , 11 20 23 32 33 56 25 
 Saturday1st June 2019 , 8 26 36 39 40 47 42 
 Wednesday29th May 2019 , 3 15 27 32 46 53 57 
 Saturday25th May 2019 , 5 9 26 35 43 54 24 
 Wednesday22nd May 2019 , 7 27 31 36 37 50 18 
 Saturday18th May 2019 , 7 22 23 26 31 54 3 
 Wednesday15th May 2019 , 8 11 18 39 44 50 23 
 Saturday11th May 2019 , 13 14 19 45 49 55 24 
 Wednesday8th May 2019 , 16 19 31 35 45 56 59 
 Saturday4th May 2019 , 16 17 35 39 40 55 41 
 Wednesday1st May 2019 , 10 12 23 29 35 57 9 
 Saturday27th April 2019 , 1 7 26 34 52 53 10 
 Wednesday24th April 2019 , 22 29 35 41 43 51 42 
 Saturday20th April 2019 , 7 8 11 17 34 54 4 
 Wednesday17th April 2019 , 8 23 28 42 43 51 52 
 Saturday13th April 2019 , 4 10 15 24 37 38 30 
 Wednesday10th April 2019 , 20 22 36 42 48 49 30 
 Saturday6th April 2019 , 5 8 22 33 36 43 21 
 Wednesday3rd April 2019 , 5 9 17 26 35 52 44 
 Saturday30th March 2019 , 3 27 35 45 54 55 24 
 Wednesday27th March 2019 , 13 18 25 35 39 50 21 
 Saturday23rd March 2019 , 6 26 30 50 52 59 27 
 Wednesday20th March 2019 , 2 19 35 53 56 58 12 
 Saturday16th March 2019 , 6 26 32 37 42 59 38 
 Wednesday13th March 2019 , 1 11 29 40 46 48 17 
 Saturday9th March 2019 , 22 27 35 40 46 52 2 
 Wednesday6th March 2019 , 2 12 15 43 46 53 17 
 Saturday2nd March 2019 , 4 8 16 19 33 45 54 
 Wednesday27th February 2019 , 19 20 22 31 51 54 16 
 Saturday23rd February 2019 , 6 9 38 40 42 48 57 
 Wednesday20th February 2019 , 3 11 17 33 41 51 48 
 Saturday16th February 2019 , 11 15 18 43 46 51 12 
 Wednesday13th February 2019 , 4 8 26 31 42 45 55 
 Saturday9th February 2019 , 25 27 31 36 38 47 12 
 Wednesday6th February 2019 , 3 16 24 41 44 53 15 
 Saturday2nd February 2019 , 1 6 41 53 55 59 20 
 Wednesday30th January 2019 , 7 22 31 43 47 58 2 
 Saturday26th January 2019 , 29 40 42 47 51 56 45 
 Wednesday23rd January 2019 , 5 27 30 41 45 58 38 
 Saturday19th January 2019 , 11 15 17 22 31 52 45 
 Wednesday16th January 2019 , 1 12 44 48 54 55 8 
 Saturday12th January 2019 , 13 29 32 43 49 55 26 
 Wednesday9th January 2019 , 3 17 36 42 51 57 18 
 Saturday5th January 2019 , 18 25 27 28 32 47 6 
 Wednesday2nd January 2019 , 8 9 10 35 40 53 21 
 Wednesday30th December 2020 , 11 17 21 24 37 49 45 
 Saturday26th December 2020 , 26 43 44 46 52 55 6 
 Wednesday23rd December 2020 , 20 42 48 51 52 54 21 
 Saturday19th December 2020 , 4 10 14 21 27 28 23 
 Wednesday16th December 2020 , 2 28 30 36 38 43 33 
 Saturday12th December 2020 , 13 38 39 49 53 56 59 
 Wednesday9th December 2020 , 7 8 10 14 28 33 26 
 Saturday5th December 2020 , 13 38 47 51 52 59 18 
 Wednesday2nd December 2020 , 16 22 26 38 39 47 48 
 Saturday28th November 2020 , 9 27 35 45 46 57 32 
 Wednesday25th November 2020 , 11 18 30 33 44 55 48 
 Saturday21st November 2020 , 23 32 37 49 54 57 47 
 Wednesday18th November 2020 , 18 26 27 28 41 54 45 
 Saturday14th November 2020 , 25 37 39 44 50 56 13 
 Wednesday11th November 2020 , 6 36 46 49 50 59 38 
 Saturday7th November 2020 , 3 33 45 50 52 56 44 
 Wednesday4th November 2020 , 10 20 28 32 35 50 24 
 Saturday31st October 2020 , 1 6 16 34 49 59 35 
 Wednesday28th October 2020 , 11 18 27 38 47 59 14 
 Saturday24th October 2020 , 13 18 19 47 53 57 44 
 Wednesday21st October 2020 , 9 12 27 28 29 44 8 
 Saturday17th October 2020 , 26 32 38 41 49 51 46 
 Wednesday14th October 2020 , 9 12 28 31 46 50 10 
 Saturday10th October 2020 , 11 21 36 45 49 56 2 
 Wednesday7th October 2020 , 12 18 37 52 56 58 53 
 Saturday3rd October 2020 , 1 4 13 24 27 47 2 
 Wednesday30th September 2020 , 10 25 34 41 46 55 36 
 Saturday26th September 2020 , 1 19 35 38 54 55 45 
 Wednesday23rd September 2020 , 8 17 28 35 47 51 52 
 Saturday19th September 2020 , 9 13 39 49 52 53 56 
 Wednesday16th September 2020 , 16 20 29 33 47 49 45 
 Saturday12th September 2020 , 5 23 36 37 42 52 14 
 Wednesday9th September 2020 , 11 13 33 48 50 56 55 
 Saturday5th September 2020 , 3 11 28 36 38 47 32 
 Wednesday2nd September 2020 , 11 15 45 54 55 58 12 
 Saturday29th August 2020 , 5 10 21 47 51 57 16 
 Wednesday26th August 2020 , 4 8 24 27 31 39 45 
 Saturday22nd August 2020 , 19 23 24 28 37 51 12 
 Wednesday19th August 2020 , 21 22 32 36 45 50 5 
 Saturday15th August 2020 , 10 14 16 22 25 34 21 
 Wednesday12th August 2020 , 6 8 27 31 37 51 20 
 Saturday8th August 2020 , 2 40 49 53 56 58 41 
 Wednesday5th August 2020 , 1 28 42 43 51 58 36 
 Saturday1st August 2020 , 4 10 13 24 53 56 22 
 Wednesday29th July 2020 , 1 24 39 46 49 52 51 
 Saturday25th July 2020 , 10 13 14 18 33 34 15 
 Wednesday22nd July 2020 , 2 7 11 23 37 45 19 
 Saturday18th July 2020 , 1 20 24 32 33 42 30 
 Wednesday15th July 2020 , 9 27 29 37 44 53 49 
 Saturday11th July 2020 , 9 10 14 17 32 58 22 
 Wednesday8th July 2020 , 5 18 22 31 50 59 30 
 Saturday4th July 2020 , 32 33 34 48 52 57 13 
 Wednesday1st July 2020 , 1 8 24 27 29 55 4 
 Saturday27th June 2020 , 2 15 19 33 37 43 12 
 Wednesday24th June 2020 , 1 8 33 50 52 57 41 
 Saturday20th June 2020 , 7 21 26 30 40 48 13 
 Wednesday17th June 2020 , 2 9 33 39 48 54 43 
 Saturday13th June 2020 , 10 12 19 21 35 51 42 
 Wednesday10th June 2020 , 20 26 50 51 55 57 40 
 Saturday6th June 2020 , 3 6 12 17 35 40 33 
 Wednesday3rd June 2020 , 1 2 5 11 14 33 48 
 Saturday30th May 2020 , 2 6 8 32 33 35 45 
 Wednesday27th May 2020 , 4 7 19 23 34 38 46 
 Saturday23rd May 2020 , 15 37 38 42 45 59 54 
 Wednesday20th May 2020 , 7 24 26 37 40 57 44 
 Saturday16th May 2020 , 4 20 21 44 48 52 34 
 Wednesday13th May 2020 , 14 16 19 31 38 47 20 
 Saturday9th May 2020 , 7 18 21 26 42 50 59 
 Wednesday6th May 2020 , 23 29 32 48 49 51 13 
 Saturday2nd May 2020 , 14 18 23 39 44 52 47 
 Wednesday29th April 2020 , 16 17 32 36 40 47 4 
 Saturday25th April 2020 , 3 9 21 25 28 59 36 
 Wednesday22nd April 2020 , 3 8 18 47 50 59 12 
 Saturday18th April 2020 , 3 6 31 43 46 53 26 
 Wednesday15th April 2020 , 25 37 38 43 54 57 17 
 Saturday11th April 2020 , 20 28 30 31 44 55 50 
 Wednesday8th April 2020 , 1 4 19 20 41 45 7 
 Saturday4th April 2020 , 4 22 28 39 45 49 25 
 Wednesday1st April 2020 , 4 16 17 22 27 52 30 
 Saturday28th March 2020 , 8 14 27 33 46 49 11 
 Wednesday25th March 2020 , 11 24 25 39 53 57 9 
 Saturday21st March 2020 , 12 26 29 34 56 58 41 
 Wednesday18th March 2020 , 3 7 11 19 27 52 5 
 Saturday14th March 2020 , 7 22 30 38 42 47 14 
 Wednesday11th March 2020 , 10 39 45 46 52 54 12 
 Saturday7th March 2020 , 5 29 35 36 40 44 42 
 Wednesday4th March 2020 , 4 7 14 19 50 56 8 
 Saturday29th February 2020 , 25 32 34 52 55 58 9 
 Wednesday26th February 2020 , 19 20 27 49 52 57 4 
 Saturday22nd February 2020 , 21 23 25 27 36 47 17 
 Wednesday19th February 2020 , 7 18 21 27 28 48 10 
 Saturday15th February 2020 , 10 11 33 41 45 54 18 
 Wednesday12th February 2020 , 2 3 5 27 51 54 6 
 Saturday8th February 2020 , 8 35 42 43 54 59 21 
 Wednesday5th February 2020 , 20 31 39 42 43 48 1 
 Saturday1st February 2020 , 7 42 44 47 58 59 52 
 Wednesday29th January 2020 , 7 23 40 42 47 59 58 
 Saturday25th January 2020 , 18 30 33 39 54 55 21 
 Wednesday22nd January 2020 , 19 23 25 29 30 36 14 
 Saturday18th January 2020 , 14 29 35 41 42 55 11 
 Wednesday15th January 2020 , 15 25 50 52 54 55 28 
 Saturday11th January 2020 , 27 28 46 51 55 57 14 
 Wednesday8th January 2020 , 2 23 42 47 50 59 32 
 Saturday4th January 2020 , 3 13 14 34 50 51 11 
 Wednesday1st January 2020 , 13 20 30 38 50 55 5 
 Wednesday29th December 2021 , 3 17 28 42 52 57 58 
 Saturday25th December 2021 , 15 24 26 30 42 59 18 
 Wednesday22nd December 2021 , 6 13 14 20 45 52 54 
 Saturday18th December 2021 , 12 23 27 45 51 54 59 
 Wednesday15th December 2021 , 2 15 17 28 30 45 54 
 Saturday11th December 2021 , 6 13 14 15 31 33 38 
 Wednesday8th December 2021 , 12 30 31 34 52 58 56 
 Saturday4th December 2021 , 8 24 25 32 33 46 47 
 Wednesday1st December 2021 , 4 7 8 37 42 50 36 
 Saturday27th November 2021 , 1 15 16 17 24 48 9 
 Wednesday24th November 2021 , 4 11 17 19 39 42 59 
 Saturday20th November 2021 , 5 16 17 32 51 59 53 
 Wednesday17th November 2021 , 13 24 34 35 49 55 53 
 Saturday13th November 2021 , 13 14 16 28 43 52 56 
 Wednesday10th November 2021 , 10 11 18 20 37 49 5 
 Saturday6th November 2021 , 3 7 21 29 34 39 19 
 Wednesday3rd November 2021 , 6 31 39 47 48 58 8 
 Saturday30th October 2021 , 7 18 47 51 56 59 17 
 Wednesday27th October 2021 , 8 20 22 39 47 48 16 
 Saturday23rd October 2021 , 4 13 21 27 28 37 19 
 Wednesday20th October 2021 , 23 27 29 37 43 47 11 
 Saturday16th October 2021 , 4 18 21 24 37 58 22 
 Wednesday13th October 2021 , 4 8 12 15 38 56 30 
 Saturday9th October 2021 , 6 9 30 48 51 52 55 
 Wednesday6th October 2021 , 1 9 16 27 30 51 34 
 Saturday2nd October 2021 , 32 35 36 37 40 51 43 
 Wednesday29th September 2021 , 15 17 27 40 45 52 28 
 Saturday25th September 2021 , 13 15 31 32 36 56 53 
 Wednesday22nd September 2021 , 13 21 33 40 44 52 9 
 Saturday18th September 2021 , 19 32 44 45 52 53 12 
 Wednesday15th September 2021 , 20 24 25 27 34 37 50 
 Saturday11th September 2021 , 2 13 38 42 52 54 39 
 Wednesday8th September 2021 , 3 4 13 14 38 56 52 
 Saturday4th September 2021 , 1 14 21 36 39 41 34 
 Wednesday1st September 2021 , 3 19 28 33 41 43 57 
 Saturday28th August 2021 , 18 24 34 49 50 57 41 
 Wednesday25th August 2021 , 7 15 30 39 52 59 38 
 Saturday21st August 2021 , 17 18 27 28 35 57 51 
 Wednesday18th August 2021 , 4 10 27 30 48 50 54 
 Saturday14th August 2021 , 1 2 15 19 39 43 58 
 Wednesday11th August 2021 , 13 32 36 37 39 46 40 
 Saturday7th August 2021 , 10 15 22 41 51 57 58 
 Wednesday4th August 2021 , 3 16 27 34 36 46 6 
 Saturday31st July 2021 , 11 12 13 19 43 58 48 
 Wednesday28th July 2021 , 23 26 34 36 44 59 43 
 Saturday24th July 2021 , 6 7 17 28 34 37 59 
 Wednesday21st July 2021 , 5 17 20 37 45 51 29 
 Saturday17th July 2021 , 3 25 33 35 48 56 1 
 Wednesday14th July 2021 , 12 27 29 35 36 41 51 
 Saturday10th July 2021 , 9 19 22 33 47 54 1 
 Wednesday7th July 2021 , 2 3 7 20 40 52 14 
 Saturday3rd July 2021 , 1 12 27 29 31 47 23 
 Wednesday30th June 2021 , 12 27 34 38 40 41 32 
 Saturday26th June 2021 , 14 24 37 39 41 53 19 
 Wednesday23rd June 2021 , 4 14 15 33 50 53 16 
 Saturday19th June 2021 , 12 18 21 38 44 54 14 
 Wednesday16th June 2021 , 6 22 28 36 48 53 13 
 Saturday12th June 2021 , 9 11 16 27 36 52 50 
 Wednesday9th June 2021 , 9 15 24 34 43 49 32 
 Saturday5th June 2021 , 3 6 33 39 46 57 17 
 Wednesday2nd June 2021 , 1 15 17 33 53 59 41 
 Saturday29th May 2021 , 1 10 16 36 46 55 44 
 Wednesday26th May 2021 , 28 33 36 45 49 51 48 
 Saturday22nd May 2021 , 9 20 41 43 46 48 7 
 Wednesday19th May 2021 , 18 36 50 53 57 58 22 
 Saturday15th May 2021 , 6 19 27 32 39 57 50 
 Wednesday12th May 2021 , 10 17 23 40 51 52 20 
 Saturday8th May 2021 , 10 12 23 31 37 46 15 
 Wednesday5th May 2021 , 8 27 34 40 55 56 43 
 Saturday1st May 2021 , 7 10 31 32 34 40 14 
 Wednesday28th April 2021 , 1 4 27 48 57 59 5 
 Saturday24th April 2021 , 16 24 29 30 32 38 1 
 Wednesday21st April 2021 , 4 6 14 32 34 39 46 
 Saturday17th April 2021 , 7 8 18 21 23 57 4 
 Wednesday14th April 2021 , 6 12 20 48 52 57 34 
 Saturday10th April 2021 , 20 25 26 48 49 50 30 
 Wednesday7th April 2021 , 12 38 40 51 57 58 29 
 Saturday3rd April 2021 , 2 8 28 32 40 45 5 
 Wednesday31st March 2021 , 4 6 13 49 56 58 12 
 Saturday27th March 2021 , 3 5 18 22 26 49 29 
 Wednesday24th March 2021 , 2 3 23 27 40 50 30 
 Saturday20th March 2021 , 12 15 24 34 36 51 21 
 Wednesday17th March 2021 , 7 16 26 28 36 58 9 
 Saturday13th March 2021 , 6 8 11 17 29 44 20 
 Wednesday10th March 2021 , 1 5 9 21 26 42 17 
 Saturday6th March 2021 , 16 17 29 47 52 56 15 
 Wednesday3rd March 2021 , 2 3 8 23 40 54 52 
 Saturday27th February 2021 , 4 33 36 39 45 49 20 
 Wednesday24th February 2021 , 1 9 16 17 18 34 13 
 Saturday20th February 2021 , 3 16 18 24 36 56 10 
 Wednesday17th February 2021 , 5 6 8 20 26 39 1 
 Saturday13th February 2021 , 15 16 37 42 44 50 48 
 Wednesday10th February 2021 , 1 15 29 33 42 49 54 
 Saturday6th February 2021 , 27 28 32 39 46 52 6 
 Wednesday3rd February 2021 , 4 9 17 21 26 46 12 
 Saturday30th January 2021 , 4 28 31 36 51 55 42 
 Wednesday27th January 2021 , 22 30 34 35 45 50 51 
 Saturday23rd January 2021 , 1 6 25 45 49 52 56 
 Wednesday20th January 2021 , 3 5 7 13 25 57 37 
 Saturday16th January 2021 , 3 15 38 45 48 53 27 
 Wednesday13th January 2021 , 1 8 12 16 18 42 4 
 Saturday9th January 2021 , 9 21 23 30 35 38 53 
 Wednesday6th January 2021 , 2 8 36 51 52 54 10 
 Saturday2nd January 2021 , 6 8 9 36 39 57 37 
 Saturday31st December 2022 , 27 34 47 56 57 58 19 
 Wednesday28th December 2022 , 5 19 27 31 48 57 30 
 Saturday24th December 2022 , 1 8 14 46 49 59 19 
 Wednesday21st December 2022 , 5 19 34 38 53 54 31 
 Saturday17th December 2022 , 15 22 38 39 49 56 32 
 Wednesday14th December 2022 , 16 39 41 44 49 50 6 
 Saturday10th December 2022 , 14 17 19 23 34 51 54 
 Wednesday7th December 2022 , 9 21 33 37 45 51 55 
 Saturday3rd December 2022 , 11 13 14 16 19 38 23 
 Wednesday30th November 2022 , 13 17 20 47 49 50 11 
 Saturday26th November 2022 , 1 3 5 17 50 52 11 
 Wednesday23rd November 2022 , 5 16 29 42 43 58 37 
 Saturday19th November 2022 , 5 17 20 30 39 49 59 
 Wednesday16th November 2022 , 1 18 27 30 39 53 58 
 Saturday12th November 2022 , 4 11 22 37 44 48 39 
 Wednesday9th November 2022 , 1 5 29 31 44 58 8 
 Saturday5th November 2022 , 2 13 27 31 38 41 34 
 Wednesday2nd November 2022 , 4 18 40 41 44 46 54 
 Saturday29th October 2022 , 7 15 26 37 39 58 41 
 Wednesday26th October 2022 , 7 13 20 21 46 53 49 
 Saturday22nd October 2022 , 11 33 42 56 58 59 34 
 Wednesday19th October 2022 , 2 13 18 45 50 59 14 
 Saturday15th October 2022 , 11 13 18 25 36 55 39 
 Wednesday12th October 2022 , 20 21 24 26 39 47 37 
 Saturday8th October 2022 , 6 8 12 26 32 46 51 
 Wednesday5th October 2022 , 23 31 36 48 51 54 38 
 Saturday1st October 2022 , 1 4 9 40 44 58 21 
 Wednesday28th September 2022 , 3 15 20 48 57 58 9 
 Saturday24th September 2022 , 14 15 18 22 39 50 51 
 Wednesday21st September 2022 , 6 13 28 34 37 45 24 
 Saturday17th September 2022 , 11 22 25 28 45 55 15 
 Wednesday14th September 2022 , 25 38 45 46 55 57 16 
 Saturday10th September 2022 , 2 6 7 29 31 42 9 
 Wednesday7th September 2022 , 3 20 27 34 42 58 48 
 Saturday3rd September 2022 , 9 25 42 43 46 52 6 
 Wednesday31st August 2022 , 13 16 21 30 49 54 8 
 Saturday27th August 2022 , 7 10 20 24 30 38 19 
 Wednesday24th August 2022 , 10 14 25 32 35 39 42 
 Saturday20th August 2022 , 3 5 6 9 35 59 38 
 Wednesday17th August 2022 , 20 26 30 37 45 48 33 
 Saturday13th August 2022 , 15 22 42 49 50 54 59 
 Wednesday10th August 2022 , 6 21 24 40 47 52 30 
 Saturday6th August 2022 , 14 15 31 41 44 45 20 
 Wednesday3rd August 2022 , 5 25 28 29 53 58 15 
 Saturday30th July 2022 , 7 16 17 19 33 57 12 
 Wednesday27th July 2022 , 1 11 14 37 38 39 54 
 Saturday23rd July 2022 , 2 10 13 34 41 54 26 
 Wednesday20th July 2022 , 12 14 17 32 33 36 9 
 Saturday16th July 2022 , 2 12 19 32 54 58 23 
 Wednesday13th July 2022 , 12 13 19 39 42 59 10 
 Saturday9th July 2022 , 6 12 15 24 40 48 45 
 Wednesday6th July 2022 , 9 25 36 41 44 54 48 
 Saturday2nd July 2022 , 9 23 33 43 48 53 1 
 Wednesday29th June 2022 , 3 17 21 26 46 59 39 
 Saturday25th June 2022 , 13 23 25 31 43 52 6 
 Wednesday22nd June 2022 , 21 36 40 46 48 54 38 
 Saturday18th June 2022 , 11 14 36 39 42 59 21 
 Wednesday15th June 2022 , 3 26 37 38 41 53 36 
 Saturday11th June 2022 , 20 21 32 34 52 59 1 
 Wednesday8th June 2022 , 11 23 25 38 53 58 52 
 Saturday4th June 2022 , 9 19 41 46 52 59 24 
 Wednesday1st June 2022 , 1 4 6 30 32 38 18 
 Saturday28th May 2022 , 5 16 24 34 44 57 20 
 Wednesday25th May 2022 , 30 31 37 45 49 56 51 
 Saturday21st May 2022 , 12 25 37 48 51 57 8 
 Wednesday18th May 2022 , 18 20 38 40 42 51 45 
 Saturday14th May 2022 , 12 15 21 24 39 50 35 
 Wednesday11th May 2022 , 21 34 37 39 44 51 26 
 Saturday7th May 2022 , 3 5 6 15 41 45 39 
 Wednesday4th May 2022 , 6 10 29 50 55 57 5 
 Saturday30th April 2022 , 15 19 26 41 51 57 52 
 Wednesday27th April 2022 , 10 22 35 38 56 57 46 
 Saturday23rd April 2022 , 7 10 24 31 48 56 15 
 Wednesday20th April 2022 , 5 8 24 47 50 53 31 
 Saturday16th April 2022 , 2 4 6 35 55 58 44 
 Wednesday13th April 2022 , 1 7 10 30 40 53 2 
 Saturday9th April 2022 , 10 11 18 29 44 59 17 
 Wednesday6th April 2022 , 3 17 23 24 30 49 59 
 Saturday2nd April 2022 , 22 24 27 30 52 57 20 
 Wednesday30th March 2022 , 11 12 14 17 44 58 29 
 Saturday26th March 2022 , 13 18 27 35 46 53 40 
 Wednesday23rd March 2022 , 3 14 15 46 52 53 50 
 Saturday19th March 2022 , 20 24 33 34 50 51 7 
 Wednesday16th March 2022 , 14 20 23 28 33 54 12 
 Saturday12th March 2022 , 7 13 21 23 39 44 16 
 Wednesday9th March 2022 , 3 10 26 38 41 47 45 
 Saturday5th March 2022 , 10 21 29 33 42 51 48 
 Wednesday2nd March 2022 , 43 48 49 52 55 58 32 
 Saturday26th February 2022 , 5 8 33 37 47 52 20 
 Wednesday23rd February 2022 , 4 22 26 27 33 37 20 
 Saturday19th February 2022 , 33 34 44 50 56 57 26 
 Wednesday16th February 2022 , 21 27 31 50 53 59 24 
 Saturday12th February 2022 , 9 16 26 28 47 58 49 
 Wednesday9th February 2022 , 12 16 17 43 53 57 29 
 Saturday5th February 2022 , 8 24 36 39 46 56 48 
 Wednesday2nd February 2022 , 6 22 29 48 50 59 3 
 Saturday29th January 2022 , 4 12 35 41 47 50 46 
 Wednesday26th January 2022 , 5 26 36 53 57 58 2 
 Saturday22nd January 2022 , 1 20 25 35 46 59 28 
 Wednesday19th January 2022 , 3 13 41 50 56 57 58 
 Saturday15th January 2022 , 13 14 25 31 37 39 4 
 Wednesday12th January 2022 , 8 21 37 39 56 59 32 
 Saturday8th January 2022 , 21 28 33 36 43 46 27 
 Wednesday5th January 2022 , 3 5 21 28 56 57 14 
 Saturday1st January 2022 , 14 29 31 41 43 56 42 
 Saturday9th September 2023 , 15 20 39 43 49 59 56 
 Wednesday6th September 2023 , 3 12 22 38 53 54 28 
 Saturday2nd September 2023 , 9 11 46 49 53 55 16 
 Wednesday30th August 2023 , 11 19 20 25 48 59 41 
 Saturday26th August 2023 , 12 13 41 42 45 50 43 
 Wednesday23rd August 2023 , 13 16 23 32 37 57 15 
 Saturday19th August 2023 , 2 7 17 28 31 37 8 
 Wednesday16th August 2023 , 8 10 32 43 51 59 26 
